Team,Opponent,Team_Score,Opponent_Score
CELTA VIGO,ATHLETIC BILBAO,1.0,2.0
VALENCIA,ESPANYOL,1.0,0.0
MALAGA,BETIS,0.0,3.0
SEVILLA,ALAVES,0.0,1.0
BARCELONA,RACING SANTANDER,1.0,1.0
OSASUNA,MALAGA,0.0,1.0
REAL MADRID,RAYO VALLECANO,3.0,2.0
DEPORTIVO LA CORUNA,REAL SOCIEDAD,1.0,1.0
VILLARREAL,BARCELONA,0.0,1.0
BETIS,VALENCIA,1.0,1.0
ALAVES,MALLORCA,1.0,3.0
ESPANYOL,CELTA VIGO,0.0,1.0
VALLADOLID,RECREATIVO HUELVA,3.0,1.0
RACING SANTANDER,SEVILLA,0.0,1.0
ATHLETIC BILBAO,ATLETICO MADRID,3.0,3.0
SEVILLA,VILLARREAL,0.0,1.0
BARCELONA,DEPORTIVO LA CORUNA,0.0,2.0
RECREATIVO HUELVA,ALAVES,0.0,3.0
ATLETICO MADRID,ESPANYOL,2.0,1.0
VALENCIA,OSASUNA,0.0,1.0
RAYO VALLECANO,ATHLETIC BILBAO,1.0,2.0
MALAGA,VALLADOLID,0.0,0.0
MALLORCA,RACING SANTANDER,2.0,1.0
REAL SOCIEDAD,REAL MADRID,0.0,0.0
CELTA VIGO,BETIS,1.0,2.0
DEPORTIVO LA CORUNA,SEVILLA,1.0,1.0
REAL MADRID,BARCELONA,0.0,0.0
REAL SOCIEDAD,RAYO VALLECANO,0.0,0.0
ALAVES,MALAGA,0.0,0.0
ESPANYOL,ATHLETIC BILBAO,1.0,4.0
VILLARREAL,MALLORCA,1.0,1.0
VALLADOLID,VALENCIA,0.0,2.0
OSASUNA,CELTA VIGO,0.0,0.0
RACING SANTANDER,RECREATIVO HUELVA,1.0,2.0
BETIS,ATLETICO MADRID,0.0,1.0
ATLETICO MADRID,OSASUNA,0.0,1.0
CELTA VIGO,VALLADOLID,2.0,0.0
RAYO VALLECANO,ESPANYOL,1.0,3.0
RECREATIVO HUELVA,VILLARREAL,0.0,1.0
VALENCIA,ALAVES,0.0,0.0
MALAGA,RACING SANTANDER,0.0,1.0
ATHLETIC BILBAO,BETIS,0.0,1.0
BARCELONA,REAL SOCIEDAD,1.0,2.0
MALLORCA,DEPORTIVO LA CORUNA,2.0,2.0
VILLARREAL,MALAGA,1.0,1.0
DEPORTIVO LA CORUNA,RECREATIVO HUELVA,1.0,1.0
BARCELONA,RAYO VALLECANO,0.0,1.0
REAL SOCIEDAD,SEVILLA,1.0,0.0
RACING SANTANDER,VALENCIA,0.0,2.0
OSASUNA,ATHLETIC BILBAO,3.0,1.0
BETIS,ESPANYOL,4.0,2.0
ALAVES,CELTA VIGO,1.0,2.0
REAL MADRID,MALLORCA,5.0,1.0
VALLADOLID,ATLETICO MADRID,0.0,1.0
ATLETICO MADRID,ALAVES,0.0,2.0
VALENCIA,VILLARREAL,2.0,0.0
ESPANYOL,OSASUNA,0.0,1.0
ATHLETIC BILBAO,VALLADOLID,0.0,2.0
MALAGA,DEPORTIVO LA CORUNA,0.0,1.0
CELTA VIGO,RACING SANTANDER,0.0,3.0
MALLORCA,REAL SOCIEDAD,1.0,2.0
RAYO VALLECANO,BETIS,1.0,0.0
RECREATIVO HUELVA,REAL MADRID,2.0,4.0
SEVILLA,BARCELONA,3.0,0.0
RACING SANTANDER,ATLETICO MADRID,2.0,1.0
REAL MADRID,MALAGA,3.0,2.0
ALAVES,ATHLETIC BILBAO,0.0,2.0
SEVILLA,RAYO VALLECANO,1.0,0.0
VILLARREAL,CELTA VIGO,1.0,3.0
BARCELONA,MALLORCA,4.0,0.0
REAL SOCIEDAD,RECREATIVO HUELVA,3.0,1.0
VALLADOLID,ESPANYOL,0.0,1.0
OSASUNA,BETIS,1.0,2.0
DEPORTIVO LA CORUNA,VALENCIA,1.0,0.0
SEVILLA,REAL MADRID,0.0,3.0
BETIS,VALLADOLID,0.0,3.0
RAYO VALLECANO,OSASUNA,1.0,0.0
ATHLETIC BILBAO,RACING SANTANDER,4.0,3.0
CELTA VIGO,DEPORTIVO LA CORUNA,0.0,3.0
MALLORCA,SEVILLA,0.0,3.0
MALAGA,REAL SOCIEDAD,2.0,2.0
ATLETICO MADRID,VILLARREAL,3.0,4.0
ESPANYOL,ALAVES,1.0,2.0
RECREATIVO HUELVA,BARCELONA,0.0,3.0
VALENCIA,REAL MADRID,1.0,4.0
REAL MADRID,CELTA VIGO,1.0,0.0
REAL SOCIEDAD,VALENCIA,2.0,2.0
VILLARREAL,ATHLETIC BILBAO,1.0,0.0
VALLADOLID,OSASUNA,1.0,1.0
ALAVES,BETIS,2.0,2.0
SEVILLA,RECREATIVO HUELVA,0.0,0.0
MALLORCA,RAYO VALLECANO,2.0,1.0
RACING SANTANDER,ESPANYOL,0.0,3.0
DEPORTIVO LA CORUNA,ATLETICO MADRID,1.0,3.0
BARCELONA,MALAGA,0.0,0.0
CELTA VIGO,REAL SOCIEDAD,0.0,1.0
VALENCIA,BARCELONA,4.0,2.0
MALAGA,SEVILLA,0.0,0.0
ESPANYOL,VILLARREAL,0.0,0.0
ATHLETIC BILBAO,DEPORTIVO LA CORUNA,1.0,2.0
BETIS,RACING SANTANDER,1.0,0.0
OSASUNA,ALAVES,1.0,1.0
RECREATIVO HUELVA,MALLORCA,1.0,1.0
VALLADOLID,RAYO VALLECANO,1.0,0.0
ATLETICO MADRID,REAL MADRID,2.0,2.0
REAL SOCIEDAD,ATLETICO MADRID,2.0,1.0
DEPORTIVO LA CORUNA,ESPANYOL,1.0,3.0
VILLARREAL,BETIS,1.0,2.0
RACING SANTANDER,OSASUNA,1.0,3.0
ALAVES,VALLADOLID,3.0,1.0
SEVILLA,VALENCIA,0.0,1.0
RAYO VALLECANO,RECREATIVO HUELVA,1.0,2.0
MALLORCA,MALAGA,0.0,1.0
REAL MADRID,ATHLETIC BILBAO,1.0,1.0
BARCELONA,CELTA VIGO,0.0,2.0
BARCELONA,ATLETICO MADRID,0.0,3.0
DEPORTIVO LA CORUNA,BETIS,2.0,0.0
MALLORCA,VALENCIA,0.0,1.0
RACING SANTANDER,VALLADOLID,1.0,2.0
SEVILLA,CELTA VIGO,1.0,0.0
VILLARREAL,OSASUNA,1.0,0.0
RAYO VALLECANO,ALAVES,1.0,1.0
RECREATIVO HUELVA,MALAGA,0.0,4.0
REAL MADRID,ESPANYOL,2.0,2.0
REAL SOCIEDAD,ATHLETIC BILBAO,0.0,3.0
VALLADOLID,VILLARREAL,0.0,1.0
BETIS,REAL MADRID,1.0,4.0
OSASUNA,DEPORTIVO LA CORUNA,1.0,1.0
ALAVES,RACING SANTANDER,0.0,2.0
CELTA VIGO,MALLORCA,2.0,0.0
MALAGA,RAYO VALLECANO,1.0,2.0
ESPANYOL,REAL SOCIEDAD,0.0,0.0
VALENCIA,RECREATIVO HUELVA,1.0,1.0
ATLETICO MADRID,SEVILLA,1.0,1.0
ATHLETIC BILBAO,BARCELONA,2.0,2.0
BARCELONA,ESPANYOL,2.0,0.0
MALAGA,VALENCIA,0.0,2.0
DEPORTIVO LA CORUNA,VALLADOLID,1.0,0.0
VILLARREAL,ALAVES,0.0,1.0
SEVILLA,ATHLETIC BILBAO,0.0,2.0
RAYO VALLECANO,RACING SANTANDER,0.0,2.0
RECREATIVO HUELVA,CELTA VIGO,1.0,4.0
REAL MADRID,OSASUNA,0.0,1.0
MALLORCA,ATLETICO MADRID,1.0,2.0
REAL SOCIEDAD,BETIS,2.0,3.0
VALLADOLID,REAL MADRID,1.0,3.0
ALAVES,DEPORTIVO LA CORUNA,0.0,6.0
BETIS,BARCELONA,0.0,4.0
RACING SANTANDER,VILLARREAL,3.0,0.0
ESPANYOL,SEVILLA,0.0,1.0
ATHLETIC BILBAO,MALLORCA,1.0,1.0
ATLETICO MADRID,RECREATIVO HUELVA,0.0,3.0
OSASUNA,REAL SOCIEDAD,0.0,2.0
CELTA VIGO,MALAGA,1.0,1.0
VALENCIA,RAYO VALLECANO,4.0,0.0
MALLORCA,ESPANYOL,0.0,2.0
RECREATIVO HUELVA,ATHLETIC BILBAO,3.0,2.0
REAL MADRID,ALAVES,5.0,1.0
VALENCIA,CELTA VIGO,1.0,1.0
RAYO VALLECANO,VILLARREAL,1.0,2.0
DEPORTIVO LA CORUNA,RACING SANTANDER,2.0,1.0
REAL SOCIEDAD,VALLADOLID,0.0,3.0
BARCELONA,OSASUNA,2.0,2.0
MALAGA,ATLETICO MADRID,1.0,2.0
SEVILLA,BETIS,1.0,0.0
RACING SANTANDER,REAL MADRID,1.0,4.0
VILLARREAL,DEPORTIVO LA CORUNA,1.0,2.0
VALLADOLID,BARCELONA,1.0,1.0
ATLETICO MADRID,VALENCIA,1.0,0.0
ATHLETIC BILBAO,MALAGA,0.0,3.0
ESPANYOL,RECREATIVO HUELVA,0.0,0.0
OSASUNA,SEVILLA,0.0,2.0
CELTA VIGO,RAYO VALLECANO,0.0,1.0
BETIS,MALLORCA,1.0,2.0
ALAVES,REAL SOCIEDAD,1.0,3.0
REAL MADRID,VILLARREAL,1.0,0.0
RAYO VALLECANO,DEPORTIVO LA CORUNA,0.0,2.0
REAL SOCIEDAD,RACING SANTANDER,2.0,1.0
SEVILLA,VALLADOLID,0.0,0.0
CELTA VIGO,ATLETICO MADRID,1.0,0.0
RECREATIVO HUELVA,BETIS,1.0,1.0
MALAGA,ESPANYOL,1.0,2.0
MALLORCA,OSASUNA,0.0,0.0
BARCELONA,ALAVES,0.0,0.0
VALENCIA,ATHLETIC BILBAO,0.0,1.0
ATLETICO MADRID,RAYO VALLECANO,0.0,0.0
OSASUNA,RECREATIVO HUELVA,1.0,1.0
VALLADOLID,MALLORCA,1.0,2.0
ATHLETIC BILBAO,CELTA VIGO,1.0,2.0
ESPANYOL,VALENCIA,1.0,1.0
BETIS,MALAGA,0.0,0.0
ALAVES,SEVILLA,2.0,3.0
VILLARREAL,REAL SOCIEDAD,2.0,2.0
RACING SANTANDER,BARCELONA,1.0,6.0
DEPORTIVO LA CORUNA,REAL MADRID,0.0,2.0
RAYO VALLECANO,REAL MADRID,1.0,3.0
BARCELONA,VILLARREAL,0.0,2.0
VALENCIA,BETIS,0.0,2.0
CELTA VIGO,ESPANYOL,0.0,0.0
MALLORCA,ALAVES,0.0,0.0
SEVILLA,RACING SANTANDER,0.0,1.0
RECREATIVO HUELVA,VALLADOLID,1.0,0.0
ATLETICO MADRID,ATHLETIC BILBAO,0.0,1.0
MALAGA,OSASUNA,1.0,0.0
REAL SOCIEDAD,DEPORTIVO LA CORUNA,1.0,2.0
VILLARREAL,SEVILLA,1.0,3.0
DEPORTIVO LA CORUNA,BARCELONA,4.0,2.0
ALAVES,RECREATIVO HUELVA,0.0,1.0
ESPANYOL,ATLETICO MADRID,3.0,3.0
RACING SANTANDER,MALLORCA,3.0,3.0
ATHLETIC BILBAO,RAYO VALLECANO,1.0,1.0
BETIS,CELTA VIGO,0.0,1.0
VALLADOLID,MALAGA,0.0,1.0
REAL MADRID,REAL SOCIEDAD,2.0,4.0
OSASUNA,VALENCIA,0.0,1.0
VALENCIA,VALLADOLID,0.0,1.0
MALLORCA,VILLARREAL,1.0,1.0
BARCELONA,REAL MADRID,1.0,1.0
MALAGA,ALAVES,1.0,0.0
ATHLETIC BILBAO,ESPANYOL,3.0,3.0
RECREATIVO HUELVA,RACING SANTANDER,0.0,1.0
CELTA VIGO,OSASUNA,2.0,0.0
SEVILLA,DEPORTIVO LA CORUNA,1.0,3.0
ATLETICO MADRID,BETIS,2.0,2.0
RAYO VALLECANO,REAL SOCIEDAD,0.0,5.0
BETIS,ATHLETIC BILBAO,1.0,3.0
OSASUNA,ATLETICO MADRID,1.0,0.0
ALAVES,VALENCIA,0.0,3.0
RACING SANTANDER,MALAGA,2.0,2.0
ESPANYOL,RAYO VALLECANO,3.0,0.0
VALLADOLID,CELTA VIGO,0.0,0.0
DEPORTIVO LA CORUNA,MALLORCA,0.0,3.0
VILLARREAL,RECREATIVO HUELVA,0.0,5.0
REAL MADRID,SEVILLA,3.0,1.0
REAL SOCIEDAD,BARCELONA,1.0,2.0
MALLORCA,REAL MADRID,5.0,1.0
SEVILLA,REAL SOCIEDAD,0.0,1.0
CELTA VIGO,ALAVES,0.0,0.0
MALAGA,VILLARREAL,0.0,0.0
ATLETICO MADRID,VALLADOLID,1.0,3.0
ESPANYOL,BETIS,1.0,1.0
VALENCIA,RACING SANTANDER,1.0,2.0
ATHLETIC BILBAO,OSASUNA,5.0,1.0
RAYO VALLECANO,BARCELONA,0.0,3.0
RECREATIVO HUELVA,DEPORTIVO LA CORUNA,0.0,5.0
ALAVES,ATLETICO MADRID,1.0,0.0
REAL MADRID,RECREATIVO HUELVA,0.0,0.0
VALLADOLID,ATHLETIC BILBAO,0.0,0.0
OSASUNA,ESPANYOL,0.0,0.0
DEPORTIVO LA CORUNA,MALAGA,2.0,0.0
RACING SANTANDER,CELTA VIGO,2.0,2.0
BETIS,RAYO VALLECANO,1.0,1.0
REAL SOCIEDAD,MALLORCA,3.0,1.0
VILLARREAL,VALENCIA,2.0,1.0
BARCELONA,SEVILLA,0.0,0.0
ATLETICO MADRID,RACING SANTANDER,2.0,0.0
VALENCIA,DEPORTIVO LA CORUNA,2.0,1.0
CELTA VIGO,VILLARREAL,0.0,5.0
ESPANYOL,VALLADOLID,1.0,1.0
RAYO VALLECANO,SEVILLA,3.0,3.0
ATHLETIC BILBAO,ALAVES,4.0,2.0
RECREATIVO HUELVA,REAL SOCIEDAD,0.0,1.0
MALAGA,REAL MADRID,1.0,5.0
BETIS,OSASUNA,1.0,2.0
MALLORCA,BARCELONA,2.0,1.0
VILLARREAL,ATLETICO MADRID,2.0,3.0
RACING SANTANDER,ATHLETIC BILBAO,1.0,2.0
DEPORTIVO LA CORUNA,CELTA VIGO,0.0,3.0
OSASUNA,RAYO VALLECANO,0.0,0.0
REAL MADRID,VALENCIA,2.0,1.0
ALAVES,ESPANYOL,1.0,3.0
SEVILLA,MALLORCA,3.0,1.0
BARCELONA,RECREATIVO HUELVA,3.0,1.0
VALLADOLID,BETIS,2.0,2.0
REAL SOCIEDAD,MALAGA,2.0,0.0
CELTA VIGO,REAL MADRID,1.0,1.0
ATLETICO MADRID,DEPORTIVO LA CORUNA,2.0,3.0
BETIS,ALAVES,1.0,0.0
RAYO VALLECANO,MALLORCA,1.0,1.0
ATHLETIC BILBAO,VILLARREAL,1.0,1.0
OSASUNA,VALLADOLID,2.0,0.0
MALAGA,BARCELONA,1.0,2.0
RECREATIVO HUELVA,SEVILLA,0.0,1.0
VALENCIA,REAL SOCIEDAD,1.0,1.0
ESPANYOL,RACING SANTANDER,2.0,5.0
RAYO VALLECANO,VALLADOLID,0.0,2.0
ALAVES,OSASUNA,2.0,4.0
SEVILLA,MALAGA,2.0,3.0
VILLARREAL,ESPANYOL,2.0,2.0
MALLORCA,RECREATIVO HUELVA,1.0,1.0
RACING SANTANDER,BETIS,2.0,4.0
BARCELONA,VALENCIA,3.0,1.0
DEPORTIVO LA CORUNA,ATHLETIC BILBAO,2.0,3.0
REAL SOCIEDAD,CELTA VIGO,2.0,3.0
REAL MADRID,ATLETICO MADRID,4.0,0.0
RECREATIVO HUELVA,RAYO VALLECANO,0.0,0.0
VALENCIA,SEVILLA,3.0,0.0
VALLADOLID,ALAVES,1.0,1.0
MALAGA,MALLORCA,0.0,1.0
OSASUNA,RACING SANTANDER,3.0,2.0
ESPANYOL,DEPORTIVO LA CORUNA,1.0,2.0
BETIS,VILLARREAL,4.0,1.0
CELTA VIGO,BARCELONA,0.0,2.0
ATHLETIC BILBAO,REAL MADRID,1.0,3.0
ATLETICO MADRID,REAL SOCIEDAD,0.0,3.0
REAL SOCIEDAD,ESPANYOL,1.0,1.0
BETIS,REAL MADRID,1.0,2.0
OSASUNA,ALBACETE,2.0,0.0
VILLARREAL,MALAGA,0.0,0.0
BARCELONA,ATHLETIC BILBAO,1.0,0.0
VALLADOLID,VALENCIA,1.0,1.0
MURCIA,CELTA VIGO,1.0,1.0
MALLORCA,RACING SANTANDER,1.0,2.0
ATLETICO MADRID,SEVILLA,0.0,1.0
DEPORTIVO LA CORUNA,ZARAGOZA,1.0,0.0
REAL MADRID,VILLARREAL,1.0,1.0
VALENCIA,OSASUNA,1.0,0.0
CELTA VIGO,REAL SOCIEDAD,1.0,1.0
MALAGA,VALLADOLID,0.0,1.0
RACING SANTANDER,MURCIA,1.0,1.0
ZARAGOZA,MALLORCA,0.0,2.0
ESPANYOL,BETIS,2.0,2.0
ATHLETIC BILBAO,DEPORTIVO LA CORUNA,0.0,2.0
ALBACETE,ATLETICO MADRID,0.0,1.0
SEVILLA,BARCELONA,1.0,1.0
VALLADOLID,REAL MADRID,2.0,7.0
BETIS,CELTA VIGO,2.0,0.0
REAL SOCIEDAD,RACING SANTANDER,1.0,0.0
DEPORTIVO LA CORUNA,SEVILLA,2.0,1.0
ATLETICO MADRID,OSASUNA,0.0,1.0
MALAGA,VALENCIA,0.0,1.0
MURCIA,ZARAGOZA,0.0,3.0
VILLARREAL,ESPANYOL,2.0,1.0
MALLORCA,ATHLETIC BILBAO,0.0,4.0
BARCELONA,ALBACETE,2.0,1.0
OSASUNA,BARCELONA,1.0,1.0
VALENCIA,ATLETICO MADRID,3.0,0.0
ESPANYOL,VALLADOLID,1.0,3.0
SEVILLA,MALLORCA,1.0,1.0
ALBACETE,DEPORTIVO LA CORUNA,0.0,3.0
CELTA VIGO,VILLARREAL,1.0,1.0
ZARAGOZA,REAL SOCIEDAD,0.0,3.0
RACING SANTANDER,BETIS,0.0,0.0
ATHLETIC BILBAO,MURCIA,2.0,2.0
REAL MADRID,MALAGA,3.0,1.0
REAL SOCIEDAD,ATHLETIC BILBAO,0.0,1.0
DEPORTIVO LA CORUNA,OSASUNA,2.0,3.0
VALLADOLID,CELTA VIGO,2.0,3.0
REAL MADRID,VALENCIA,0.0,2.0
BETIS,ZARAGOZA,1.0,0.0
VILLARREAL,RACING SANTANDER,2.0,0.0
MALLORCA,ALBACETE,0.0,2.0
MALAGA,ESPANYOL,2.0,1.0
MURCIA,SEVILLA,0.0,1.0
BARCELONA,ATLETICO MADRID,0.0,0.0
ATLETICO MADRID,DEPORTIVO LA CORUNA,1.0,5.0
ZARAGOZA,VILLARREAL,1.0,1.0
ATHLETIC BILBAO,BETIS,1.0,1.0
CELTA VIGO,MALAGA,1.0,2.0
ALBACETE,MURCIA,0.0,1.0
OSASUNA,MALLORCA,1.0,1.0
SEVILLA,REAL SOCIEDAD,1.0,1.0
RACING SANTANDER,VALLADOLID,4.0,0.0
ESPANYOL,REAL MADRID,1.0,2.0
VALENCIA,BARCELONA,1.0,0.0
REAL MADRID,CELTA VIGO,2.0,0.0
REAL SOCIEDAD,ALBACETE,1.0,3.0
DEPORTIVO LA CORUNA,BARCELONA,2.0,0.0
ESPANYOL,VALENCIA,0.0,4.0
VALLADOLID,ZARAGOZA,0.0,1.0
MALAGA,RACING SANTANDER,2.0,4.0
VILLARREAL,ATHLETIC BILBAO,0.0,2.0
MURCIA,OSASUNA,1.0,2.0
MALLORCA,ATLETICO MADRID,1.0,2.0
BETIS,SEVILLA,2.0,2.0
ZARAGOZA,MALAGA,1.0,2.0
RACING SANTANDER,REAL MADRID,1.0,3.0
VALENCIA,DEPORTIVO LA CORUNA,1.0,2.0
SEVILLA,VILLARREAL,3.0,3.0
CELTA VIGO,ESPANYOL,4.0,0.0
ALBACETE,BETIS,2.0,3.0
OSASUNA,REAL SOCIEDAD,0.0,1.0
ATHLETIC BILBAO,VALLADOLID,0.0,2.0
BARCELONA,MALLORCA,3.0,1.0
ATLETICO MADRID,MURCIA,3.0,1.0
REAL MADRID,ZARAGOZA,0.0,0.0
VILLARREAL,ALBACETE,0.0,2.0
MALAGA,ATHLETIC BILBAO,1.0,2.0
BETIS,OSASUNA,0.0,2.0
VALLADOLID,SEVILLA,1.0,1.0
MALLORCA,DEPORTIVO LA CORUNA,2.0,0.0
ESPANYOL,RACING SANTANDER,1.0,0.0
MURCIA,BARCELONA,0.0,3.0
CELTA VIGO,VALENCIA,2.0,2.0
REAL SOCIEDAD,ATLETICO MADRID,0.0,4.0
RACING SANTANDER,CELTA VIGO,1.0,0.0
DEPORTIVO LA CORUNA,MURCIA,0.0,0.0
ATHLETIC BILBAO,REAL MADRID,0.0,3.0
ALBACETE,VALLADOLID,0.0,2.0
ZARAGOZA,ESPANYOL,2.0,0.0
SEVILLA,MALAGA,0.0,2.0
ATLETICO MADRID,BETIS,2.0,1.0
OSASUNA,VILLARREAL,0.0,1.0
BARCELONA,REAL SOCIEDAD,3.0,3.0
VALENCIA,MALLORCA,5.0,0.0
CELTA VIGO,ZARAGOZA,1.0,1.0
ESPANYOL,ATHLETIC BILBAO,0.0,1.0
REAL SOCIEDAD,DEPORTIVO LA CORUNA,1.0,2.0
VILLARREAL,ATLETICO MADRID,0.0,1.0
MURCIA,MALLORCA,1.0,4.0
VALLADOLID,OSASUNA,1.0,1.0
MALAGA,ALBACETE,1.0,0.0
RACING SANTANDER,VALENCIA,2.0,1.0
BETIS,BARCELONA,1.0,2.0
REAL MADRID,SEVILLA,1.0,4.0
MALLORCA,REAL SOCIEDAD,1.0,0.0
DEPORTIVO LA CORUNA,BETIS,0.0,0.0
BARCELONA,VILLARREAL,1.0,2.0
ATLETICO MADRID,VALLADOLID,1.0,3.0
OSASUNA,MALAGA,0.0,0.0
ATHLETIC BILBAO,CELTA VIGO,2.0,0.0
SEVILLA,ESPANYOL,0.0,1.0
ZARAGOZA,RACING SANTANDER,2.0,1.0
ALBACETE,REAL MADRID,1.0,2.0
VALENCIA,MURCIA,2.0,2.0
REAL SOCIEDAD,MURCIA,2.0,2.0
REAL MADRID,OSASUNA,1.0,1.0
MALAGA,ATLETICO MADRID,0.0,2.0
ZARAGOZA,VALENCIA,2.0,3.0
ESPANYOL,ALBACETE,1.0,2.0
BETIS,MALLORCA,1.0,2.0
CELTA VIGO,SEVILLA,1.0,0.0
RACING SANTANDER,ATHLETIC BILBAO,2.0,1.0
VALLADOLID,BARCELONA,0.0,0.0
VILLARREAL,DEPORTIVO LA CORUNA,1.0,0.0
VALENCIA,REAL SOCIEDAD,0.0,0.0
ALBACETE,CELTA VIGO,2.0,2.0
MURCIA,BETIS,1.0,1.0
MALLORCA,VILLARREAL,2.0,0.0
BARCELONA,MALAGA,1.0,5.0
DEPORTIVO LA CORUNA,VALLADOLID,1.0,1.0
OSASUNA,ESPANYOL,1.0,0.0
ATLETICO MADRID,REAL MADRID,0.0,2.0
SEVILLA,RACING SANTANDER,4.0,0.0
ATHLETIC BILBAO,ZARAGOZA,2.0,2.0
CELTA VIGO,OSASUNA,2.0,3.0
MALAGA,DEPORTIVO LA CORUNA,0.0,1.0
BETIS,REAL SOCIEDAD,4.0,0.0
REAL MADRID,BARCELONA,2.0,1.0
VALLADOLID,MALLORCA,0.0,1.0
VILLARREAL,MURCIA,1.0,1.0
RACING SANTANDER,ALBACETE,0.0,4.0
ZARAGOZA,SEVILLA,2.0,3.0
ESPANYOL,ATLETICO MADRID,0.0,2.0
ATHLETIC BILBAO,VALENCIA,1.0,2.0
BARCELONA,ESPANYOL,3.0,1.0
REAL SOCIEDAD,VILLARREAL,0.0,2.0
ATLETICO MADRID,CELTA VIGO,2.0,2.0
MALLORCA,MALAGA,1.0,3.0
MURCIA,VALLADOLID,0.0,0.0
OSASUNA,RACING SANTANDER,0.0,0.0
VALENCIA,BETIS,1.0,0.0
ALBACETE,ZARAGOZA,1.0,0.0
DEPORTIVO LA CORUNA,REAL MADRID,1.0,2.0
SEVILLA,ATHLETIC BILBAO,1.0,2.0
VALLADOLID,REAL SOCIEDAD,3.0,1.0
RACING SANTANDER,ATLETICO MADRID,2.0,2.0
SEVILLA,VALENCIA,0.0,1.0
MALAGA,MURCIA,2.0,1.0
ZARAGOZA,OSASUNA,1.0,0.0
ATHLETIC BILBAO,ALBACETE,1.0,1.0
VILLARREAL,BETIS,3.0,1.0
ESPANYOL,DEPORTIVO LA CORUNA,1.0,2.0
REAL MADRID,MALLORCA,3.0,1.0
CELTA VIGO,BARCELONA,1.0,1.0
MURCIA,REAL MADRID,0.0,1.0
DEPORTIVO LA CORUNA,CELTA VIGO,5.0,0.0
ATLETICO MADRID,ZARAGOZA,0.0,0.0
REAL SOCIEDAD,MALAGA,2.0,1.0
MALLORCA,ESPANYOL,0.0,2.0
BETIS,VALLADOLID,0.0,0.0
OSASUNA,ATHLETIC BILBAO,1.0,1.0
ALBACETE,SEVILLA,0.0,2.0
BARCELONA,RACING SANTANDER,0.0,3.0
VILLARREAL,VALENCIA,2.0,4.0
VALENCIA,ALBACETE,1.0,0.0
CELTA VIGO,MALLORCA,4.0,2.0
REAL MADRID,REAL SOCIEDAD,0.0,1.0
VALLADOLID,VILLARREAL,1.0,3.0
SEVILLA,OSASUNA,1.0,1.0
RACING SANTANDER,DEPORTIVO LA CORUNA,1.0,1.0
ESPANYOL,MURCIA,1.0,0.0
MALAGA,BETIS,0.0,3.0
ZARAGOZA,BARCELONA,0.0,3.0
ATHLETIC BILBAO,ATLETICO MADRID,0.0,3.0
VALENCIA,VALLADOLID,0.0,0.0
CELTA VIGO,MURCIA,2.0,2.0
ATHLETIC BILBAO,BARCELONA,1.0,1.0
ZARAGOZA,DEPORTIVO LA CORUNA,1.0,4.0
ESPANYOL,REAL SOCIEDAD,1.0,3.0
ALBACETE,OSASUNA,1.0,1.0
MALAGA,VILLARREAL,0.0,2.0
RACING SANTANDER,MALLORCA,1.0,1.0
SEVILLA,ATLETICO MADRID,1.0,2.0
REAL MADRID,BETIS,1.0,1.0
VILLARREAL,REAL MADRID,1.0,2.0
ATLETICO MADRID,ALBACETE,1.0,1.0
MURCIA,RACING SANTANDER,2.0,3.0
REAL SOCIEDAD,CELTA VIGO,5.0,2.0
BETIS,ESPANYOL,2.0,1.0
VALLADOLID,MALAGA,3.0,2.0
OSASUNA,VALENCIA,1.0,0.0
MALLORCA,ZARAGOZA,3.0,1.0
BARCELONA,SEVILLA,1.0,0.0
DEPORTIVO LA CORUNA,ATHLETIC BILBAO,0.0,1.0
VALENCIA,MALAGA,6.0,1.0
OSASUNA,ATLETICO MADRID,1.0,1.0
CELTA VIGO,BETIS,0.0,1.0
RACING SANTANDER,REAL SOCIEDAD,0.0,1.0
REAL MADRID,VALLADOLID,3.0,2.0
ATHLETIC BILBAO,MALLORCA,3.0,1.0
ESPANYOL,VILLARREAL,1.0,0.0
ZARAGOZA,MURCIA,0.0,1.0
ALBACETE,BARCELONA,0.0,5.0
SEVILLA,DEPORTIVO LA CORUNA,0.0,1.0
ATLETICO MADRID,VALENCIA,0.0,3.0
MALAGA,REAL MADRID,1.0,2.0
MURCIA,ATHLETIC BILBAO,1.0,2.0
VILLARREAL,CELTA VIGO,1.0,2.0
VALLADOLID,ESPANYOL,0.0,2.0
BETIS,RACING SANTANDER,2.0,1.0
MALLORCA,SEVILLA,0.0,3.0
DEPORTIVO LA CORUNA,ALBACETE,2.0,0.0
BARCELONA,OSASUNA,2.0,1.0
REAL SOCIEDAD,ZARAGOZA,1.0,2.0
SEVILLA,MURCIA,3.0,1.0
ATHLETIC BILBAO,REAL SOCIEDAD,1.0,1.0
OSASUNA,DEPORTIVO LA CORUNA,0.0,2.0
ESPANYOL,MALAGA,2.0,5.0
ZARAGOZA,BETIS,1.0,2.0
ALBACETE,MALLORCA,0.0,0.0
RACING SANTANDER,VILLARREAL,3.0,6.0
CELTA VIGO,VALLADOLID,2.0,0.0
ATLETICO MADRID,BARCELONA,1.0,3.0
VALENCIA,REAL MADRID,1.0,1.0
DEPORTIVO LA CORUNA,ATLETICO MADRID,0.0,0.0
REAL MADRID,ESPANYOL,4.0,2.0
